timestamp,lat,long,alt,hangle,gspeed,icao24,origin,destination,Airliner,vertrate,Aircraft_model,flight_number
1525829434,49.3716,107.3626,35100,166,480,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525829484,49.3283,107.8177,35100,138,471,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525829558,49.1971,107.876,35100,167,471,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525829618,49.0888,107.9142,35100,167,471,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525829684,48.9994,108.2539,35100,139,469,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525829746,48.8998,108.3847,35100,139,468,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525829805,48.8047,108.5089,35100,139,465,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525829869,48.7012,108.6434,35100,139,465,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525829929,48.6011,108.7726,35100,139,465,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525829995,48.4925,108.9123,35100,139,463,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525830057,48.3933,109.0389,35100,139,465,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525830120,48.2885,109.172,35100,139,466,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525830181,48.1893,109.2976,35100,139,465,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525830245,48.0835,109.4306,35100,139,464,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525830283,48.0212,109.5086,35100,139,465,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525830370,47.867,109.5634,35100,170,465,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525830417,47.8011,109.7822,35100,140,463,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525830490,47.6806,109.9309,35100,140,461,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525830549,47.5837,110.0497,35100,140,465,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525830614,47.4731,110.1543,35100,160,467,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525830672,47.3787,110.2995,35100,140,470,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525830730,47.2793,110.3662,35100,172,470,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525830804,47.1584,110.5648,35100,140,471,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525830863,47.0549,110.6885,35100,140,472,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525830925,46.9503,110.8128,35100,140,475,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525830986,46.8468,110.9352,35100,140,479,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525831046,46.7453,111.0547,35100,141,482,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525831111,46.6312,111.1882,35100,141,485,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525831176,46.5139,111.3247,35100,141,486,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525831231,46.4205,111.4328,35100,141,487,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525831298,46.301,111.5705,35075,141,489,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525831363,46.1868,111.7013,35100,141,488,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525831427,46.0741,111.8295,35100,141,486,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525831493,45.9567,111.9621,35100,141,487,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525831555,45.8434,112.0897,35100,141,488,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525831615,45.7416,112.2036,35100,141,487,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525831681,45.6226,112.3359,35100,142,491,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525831742,45.5138,112.4565,35100,142,493,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525831800,45.4101,112.5707,35100,142,494,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525831845,45.3276,112.6612,35100,142,496,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525831918,45.1877,112.6896,35100,177,496,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525831978,45.0709,112.6983,35100,177,496,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525832050,44.9306,112.7087,35100,177,496,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525832110,44.8138,112.7173,35100,177,496,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525832170,44.6845,112.7269,35100,177,496,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525832230,44.547,112.737,35100,177,496,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525832290,44.4095,112.7471,35100,177,496,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525832350,44.272,112.7572,35100,177,496,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525832410,44.1345,112.7672,35100,177,496,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525832478,44.0564,113.2249,35100,181,469,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525832530,43.9506,113.2254,35100,178,470,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525832603,43.785,113.2156,35100,181,472,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525832659,43.6587,113.2114,35100,181,473,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525832707,43.5543,113.208,35100,181,472,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525832783,43.3873,113.2024,35100,181,476,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525832844,43.26,113.1981,35100,181,477,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525832909,43.1132,113.1933,35100,181,477,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525832950,43.0195,113.1902,35100,181,479,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525833032,42.8364,113.1844,35100,181,480,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525833093,42.703,113.1801,35100,181,482,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525833154,42.5875,113.1856,35100,178,482,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525833224,42.4105,113.1709,35100,181,484,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525833284,42.2752,113.1667,35100,181,486,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525833347,42.1356,113.1624,35100,181,488,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525833409,41.9941,113.158,35100,181,490,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525833453,41.893,113.155,35100,180,488,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525833538,41.7301,113.1665,35100,177,488,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525833598,41.6151,113.1746,35100,177,488,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525833653,41.4711,113.391,35100,154,504,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525833716,41.335,113.4766,35250,154,501,C01734,YYZ,HKG,ACA015,448,B77W,AC15
1525833781,41.2012,113.5607,35750,154,500,C01734,YYZ,HKG,ACA015,512,B77W,AC15
1525833846,41.0676,113.6444,36125,154,501,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525833906,40.9393,113.7243,36100,154,504,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525833963,40.8222,113.7971,36100,154,503,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525834027,40.6859,113.8813,36100,154,504,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525834074,40.5861,113.9429,36100,154,506,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525834143,40.4359,114.0342,36100,156,510,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525834211,40.2865,114.1058,36100,161,508,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525834276,40.1405,114.1705,36100,161,508,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525834326,40.0307,114.2191,36100,161,510,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525834395,39.8779,114.2862,36100,161,510,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525834460,39.7295,114.3513,36100,161,512,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525834526,39.5829,114.415,36100,161,512,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525834585,39.449,114.4731,36100,161,511,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525834645,39.3112,114.5326,36100,161,512,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525834709,39.169,114.5919,36100,165,510,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525834770,39.0285,114.6165,36100,174,507,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525834832,38.8875,114.6321,36100,175,507,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525834891,38.7505,114.6472,36100,175,506,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525834952,38.6068,114.6629,36100,175,505,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525835016,38.4529,114.6799,36100,175,505,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525835066,38.341,114.6918,36100,175,505,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525835141,38.1619,114.7122,36100,174,507,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525835200,38.0262,114.7285,36100,174,507,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525835239,37.9342,114.7393,36100,174,507,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525835318,37.7501,114.7608,36100,174,505,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525835385,37.5953,114.7788,36100,174,504,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525835446,37.4541,114.7952,36100,174,501,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525835508,37.3079,114.8116,36100,174,500,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525835572,37.1607,114.8281,36100,174,497,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525835633,37.022,114.8435,36100,174,497,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525835702,36.8613,114.8617,36100,174,501,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525835766,36.7161,114.8777,36100,174,496,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525835823,36.5834,114.8924,36100,174,498,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525835884,36.4434,114.9079,36100,174,501,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525835948,36.3067,114.8688,36100,197,487,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525836009,36.1706,114.8375,36100,186,495,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525836074,36.0316,114.8229,36100,184,496,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525836131,35.8887,114.8079,36100,184,496,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525836200,35.7368,114.793,36100,184,495,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525836262,35.5936,114.7791,36100,184,495,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525836310,35.4802,114.7681,36100,184,493,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525836386,35.3332,114.7555,36100,184,493,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525836446,35.1738,114.7386,36100,184,486,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525836510,35.0315,114.7248,36100,184,485,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525836566,34.904,114.7127,36100,184,484,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525836627,34.769,114.6998,36100,184,482,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525836698,34.6088,114.6844,36100,184,481,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525836753,34.4894,114.6726,36100,184,479,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525836816,34.3494,114.659,36100,184,478,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525836882,34.204,114.6448,36100,186,478,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525836943,34.0928,114.5683,36100,227,457,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525837005,33.9765,114.4901,36100,192,483,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525837066,33.841,114.4707,36100,184,484,C01734,YYZ,HKG,ACA015,-64,B77W,AC15
1525837126,33.7079,114.4586,36100,184,484,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525837189,33.5656,114.4452,36100,184,484,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525837238,33.4578,114.4345,36100,184,484,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525837310,33.2953,114.4191,36100,184,486,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525837372,33.1555,114.4057,36100,184,487,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525837435,33.0114,114.392,36100,184,490,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525837496,32.8758,114.3791,36100,184,492,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525837561,32.7269,114.365,36100,184,494,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525837609,32.6168,114.3546,36100,184,495,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525837685,32.4419,114.3381,36100,184,498,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525837746,32.3177,114.3289,36100,183,498,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525837808,32.1636,114.307,36100,196,483,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525837872,32.052,114.2125,36100,217,471,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525837936,31.9203,114.1474,36100,195,486,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525837996,31.79,114.1096,36100,193,486,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525838062,31.646,114.0695,36100,193,485,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525838118,31.5297,114.0504,36100,181,486,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525838174,31.4073,114.0158,36100,181,486,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525838245,31.2434,113.9576,36100,193,484,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525838310,31.1047,113.9192,36100,193,483,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525838364,30.9852,113.8863,36100,193,481,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525838436,30.8258,113.8426,36100,193,479,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525838501,30.689,113.8052,36100,193,477,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525838558,30.5673,113.772,36100,193,476,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525838619,30.4371,113.7365,36100,193,476,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525838679,30.3062,113.701,36100,193,476,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525838744,30.1688,113.6638,36100,193,475,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525838807,30.0373,113.6284,36100,193,474,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525838858,29.9306,113.6168,36100,177,475,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525838930,29.7963,113.6249,36100,177,475,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525838986,29.6393,113.5746,36100,183,480,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525839059,29.4776,113.5617,36100,183,482,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525839116,29.3497,113.5518,36100,183,482,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525839182,29.2027,113.5401,36075,183,483,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525839237,29.0793,113.5303,36100,184,485,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525839303,28.9297,113.5187,36125,184,480,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525839366,28.8063,113.5202,36100,176,480,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525839426,28.6933,113.5292,36100,176,480,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525839493,28.5092,113.4889,36100,183,478,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525839553,28.3747,113.4801,36100,183,477,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525839616,28.2347,113.4708,36100,183,474,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525839677,28.1022,113.4621,36100,183,474,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525839742,27.9633,113.4498,36100,184,474,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525839801,27.8307,113.4382,36100,184,477,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525839860,27.697,113.4267,36100,184,479,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525839925,27.5549,113.4475,36100,165,498,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525839984,27.4194,113.4884,36100,164,503,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525840047,27.2819,113.53,36100,164,506,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525840114,27.1306,113.5755,36100,164,510,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525840169,26.9982,113.6152,36100,164,510,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525840236,26.8455,113.6607,36100,165,511,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525840290,26.7335,113.6817,36100,177,510,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525840350,26.6134,113.6887,36100,177,510,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525840422,26.4692,113.6972,36100,177,510,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525840482,26.349,113.7042,36100,177,510,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525840538,26.1669,113.8426,36100,179,514,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525840598,26.0456,113.8449,36100,179,514,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525840658,25.9243,113.8473,36100,179,514,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525840730,25.7788,113.8501,36100,179,514,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525840790,25.6575,113.8525,36100,179,514,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525840848,25.4487,114.0745,35000,165,497,C01734,YYZ,HKG,ACA015,-1152,B77W,AC15
1525840915,25.303,114.1174,33650,164,499,C01734,YYZ,HKG,ACA015,-1280,B77W,AC15
1525840982,25.1612,114.1397,32700,185,503,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525841039,25.0204,114.1636,32100,191,492,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525841102,24.8787,114.1331,32100,191,490,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525841173,24.7183,114.0979,32100,191,490,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525841230,24.5951,114.0714,32100,191,489,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525841292,24.4536,114.0409,32100,191,491,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525841353,24.3192,114.0079,32100,194,489,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525841413,24.188,113.9686,32100,195,490,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525841475,24.0534,113.9285,32100,195,490,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525841541,23.9103,113.8849,32100,195,489,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525841599,23.7822,113.8458,32100,195,487,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525841660,23.6484,113.8049,32100,195,489,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525841718,23.5231,113.7668,32100,195,491,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525841785,23.3773,113.723,32100,195,493,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525841844,23.2438,113.6829,32100,195,498,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525841905,23.1117,113.6433,32100,195,494,C01734,YYZ,HKG,ACA015,128,B77W,AC15
1525841972,22.9647,113.5991,32100,195,492,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525842033,22.8281,113.558,32075,195,488,C01734,YYZ,HKG,ACA015,-192,B77W,AC15
1525842090,22.7042,113.5202,31200,195,468,C01734,YYZ,HKG,ACA015,-1920,B77W,AC15
1525842157,22.5692,113.4795,28900,195,453,C01734,YYZ,HKG,ACA015,-2176,B77W,AC15
1525842217,22.4483,113.4425,26875,196,443,C01734,YYZ,HKG,ACA015,-2112,B77W,AC15
1525842281,22.3246,113.4045,24825,195,434,C01734,YYZ,HKG,ACA015,-2048,B77W,AC15
1525842343,22.2031,113.4016,23250,160,423,C01734,YYZ,HKG,ACA015,-1536,B77W,AC15
1525842406,22.0974,113.473,23000,145,425,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525842456,22.012,113.5305,23000,160,415,C01734,YYZ,HKG,ACA015,128,B77W,AC15
1525842520,21.9036,113.5132,22425,204,393,C01734,YYZ,HKG,ACA015,-1792,B77W,AC15
1525842592,21.7854,113.4536,20550,204,343,C01734,YYZ,HKG,ACA015,-2048,B77W,AC15
1525842653,21.7055,113.419,18900,181,311,C01734,YYZ,HKG,ACA015,-1344,B77W,AC15
1525842719,21.6297,113.4745,17525,133,321,C01734,YYZ,HKG,ACA015,-1216,B77W,AC15
1525842759,21.6064,113.534,16675,91,324,C01734,YYZ,HKG,ACA015,-1408,B77W,AC15
1525842838,21.6607,113.6455,14675,57,314,C01734,YYZ,HKG,ACA015,-1280,B77W,AC15
1525842879,21.6924,113.6993,14000,58,306,C01734,YYZ,HKG,ACA015,-1216,B77W,AC15
1525842959,21.7503,113.7981,11275,57,280,C01734,YYZ,HKG,ACA015,-2944,B77W,AC15
1525843012,21.7994,113.8521,9350,42,280,C01734,YYZ,HKG,ACA015,-1536,B77W,AC15
1525843086,21.8797,113.8958,7225,8,259,C01734,YYZ,HKG,ACA015,-2304,B77W,AC15
1525843152,21.9577,113.9025,4975,344,252,C01734,YYZ,HKG,ACA015,-1280,B77W,AC15
1525843214,22.0124,113.8594,4050,321,234,C01734,YYZ,HKG,ACA015,-256,B77W,AC15
1525843267,22.0545,113.8214,3125,319,208,C01734,YYZ,HKG,ACA015,-1152,B77W,AC15
1525843331,22.1016,113.7778,3050,320,208,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525843391,22.146,113.738,2400,323,210,C01734,YYZ,HKG,ACA015,-1216,B77W,AC15
1525843444,22.1892,113.7131,2050,333,186,C01734,YYZ,HKG,ACA015,64,B77W,AC15
1525843516,22.2424,113.7104,1625,26,160,C01734,YYZ,HKG,ACA015,-960,B77W,AC15
1525843584,22.2648,113.755,1550,70,159,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525843646,22.2794,113.8002,1525,70,156,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525843706,22.293,113.8424,1100,70,133,C01734,YYZ,HKG,ACA015,-704,B77W,AC15
1525843772,22.3065,113.8841,350,70,136,C01734,YYZ,HKG,ACA015,-832,B77W,AC15
1525843829,22.3161,113.9139,0,70,42,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525843895,22.3151,113.9187,0,160,34,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525843954,22.3104,113.9204,0,160,21,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525843977,22.3083,113.9212,0,160,18,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525844072,22.308,113.9259,0,70,15,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525844144,22.3099,113.9268,0,25,2,C01734,YYZ,HKG,ACA015,0,B77W,AC15
1525844190,22.31,113.9266,0,25,14,C01734,YYZ,HKG,ACA015,0,B77W,AC15
