timestamp,lat,long,flight number
1609598093.3030303,,,VJ177
1609526525.6666667,,,VJ179
1609609425.4285715,,,VJ181
1609590937.516129,,,VJ183
1609582944.0,,,VJ189
1609560563.625,,,VJ195
1609589049.44,,,VJ197
1609550765.7777777,,,VJ207
1609567096.586207,,,VJ211
1609576057.5333333,,,VJ213
1609605838.0714285,,,VJ215
1609586017.6296296,,,VJ217
1609582118.0,,,VJ221
1609523253.2,,,VJ223
1609595655.36,,,VJ225
1609563389.4285715,,,VJ231
1609558666.0,,,VJ241
1609574062.0,,,VJ243
1609591670.7142856,,,VJ245
1609603903.2727273,,,VJ247
1609583957.0,,,VJ249
1609591306.78125,,,VJ261
1609584320.032258,,,VJ271
1609556007.357143,,,VJ273
1609563577.7727273,,,VJ275
1609570675.25,,,VJ277
1609592935.612903,,,VJ281
1609604893.2142856,,,VJ287
1609554534.9714286,,,VJ303
1609588816.580645,,,VJ307
1609568107.6,,,VJ309
1609577249.483871,,,VJ311
1609605177.8,,,VJ313
1609523699.5172415,,,VJ315
1609559715.5172415,,,VJ320
1609563809.3448277,,,VJ322
1609582547.0,,,VJ326
1609574636.0,,,VJ336
1609551781.5666666,,,VJ338
1609598773.3333333,,,VJ357
1609595477.0,,,VJ363
1609551188.0344827,,,VJ371
1609570056.5333333,,,VJ373
1609584708.125,,,VJ377
1609566078.4,,,VJ379
1609555352.7096775,,,VJ381
1609594872.724138,,,VJ383
1609572798.7692308,,,VJ387
1609595093.9629629,,,VJ397
1609594143.7931035,,,VJ603
1609573167.368421,,,VJ621
1609587857.7894738,,,VJ623
1609551364.5714285,,,VJ627
1609566493.724138,,,VJ629
1609580678.0833333,,,VJ637
1609575697.7096775,,,VJ647
1609548973.7096775,,,VJ689
1609571066.3529413,,,VN1181
1609561526.0,,,VN1185
1609590188.1,,,VN1187
1609600736.3636363,,,VN1189
1609560256.0,,,VN119
1609567654.0,,,VN123
1609571656.0,,,VN1261
1609578300.689655,,,VN1263
1609580538.2727273,,,VN1265
1609562428.0,,,VN1271
1609573708.4666667,,,VN1275
1609586632.3,,,VN1279
1609579168.7586207,,,VN131
1609586986.357143,,,VN133
1609577432.2424242,,,VN1341
1609578115.612903,,,VN1345
1609595867.1,,,VN1349
1609561752.0689654,,,VN1373
1609575488.2857144,,,VN1375
1609599534.25,,,VN1381
1609568520.8064516,,,VN1385
1609590550.5714285,,,VN1387
1609572439.36,,,VN1395
1609590385.6451614,,,VN1397
1609593957.142857,,,VN1403
1609599294.5714285,,,VN141
1609572241.09375,,,VN1415
1609591499.0,,,VN1417
1609588098.0,,,VN1427
1609597876.0,,,VN1465
1609557718.0,,,VN1661
1609601321.0,,,VN1820
1609562056.7826087,,,VN1822
1609565168.375,,,VN1824
1609576242.6857142,,,VN1826
1609581725.5,,,VN1828
1609578945.0,,,VN1832
1609575057.7333333,,,VN1882
1609552375.2258065,,,VN207
1609559531.0,,,VN209
1609566901.125,,,VN211
1609574413.5555556,,,VN213
1609580892.9642856,,,VN215
1609588530.96875,,,VN217
1609596030.8181818,,,VN219
1609602919.3913043,,,VN221
1609556647.5,,,VN243
1609550956.903226,,,VN245
1609563152.8666666,,,VN251
1609606014.25,,,VN253
1609570401.3125,,,VN257
1609577686.2857144,,,VN263
1609585771.1515152,,,VN269
1609592283.2413793,,,VN275
1609599741.5517242,,,VN283
1609590745.0666666,,,VN5735
1609560049.125,,,VN6009
1609568317.7142856,,,VN6011
1609582790.516129,,,VN6015
1609591127.516129,,,VN6017
1609597412.7777777,,,VN6019
1609607435.3703704,,,VN6027
1609569773.2666667,,,VN6041
1609585419.032258,,,VN6043
1609565850.0,,,VN6053
1609586192.4285715,,,VN6057
1609587382.4285715,,,VN6203
1609598299.4,,,VN6217
1609561340.2666667,,,VN6223
1609583082.9166667,,,VN6225
1609573520.851852,,,VN6237
1609575282.0,,,VN6243
1609578727.6774194,,,VN6261
1609577045.4166667,,,VN6283
1609575870.0,,,VN6291
1609581078.7,,,VN6433
1609596588.2903225,,,VN6435
1609559898.5517242,,,VN6441
1609572979.2962964,,,VN6514
1609589974.451613,,,VN6516
1609593192.096774,,,VN6520
1609583361.6666667,,,VN6526
1609571280.0,,,VN7115
1609586378.7407408,,,VN7133
1609589604.8,,,VN7147
1609605635.6,,,VN7213
1609573323.483871,,,VN7247
1609586810.71875,,,VN7345
1609595304.72,,,VN7375
1609566317.2962964,,,VN7389
1609553197.1724138,,,VN7425
1609572618.92,,,VN7463
1609571466.142857,,,VN7834
1609550534.8461537,,,VN8050
1609558416.3703704,,,VN8054
1609567395.9166667,,,VN8066
1609571860.3846154,,,VN8072
1609581922.0,,,VN8078
1609555769.375,,,VN8084
1609525150.0526316,,,ZH8011
1609620660.75,,,2Y8816
1609635365.607143,,,3K555
1609632232.6666667,,,AF258
1609642818.0,,,BR395
1609641047.9666667,,,CI781
1609611378.0714285,,,CV7405
1609641413.8275862,,,CX767
1609642265.4,,,CZ3069
1609677185.0769231,,,EK392
1609631255.75,,,KE351
1609628222.0,,,LD561
1609616622.0,,,NH833
1609682630.4782608,,,NH891
1609689036.6666667,,,OZ735
1609644847.1875,,,QH1123
1609683758.0370371,,,QH1143
1609664837.310345,,,QH1153
1609672880.3636363,,,QH1173
1609655032.3043478,,,QH1175
1609684740.925926,,,QH1313
1609660313.0,,,QH1321
1609652563.4,,,QH1501
1609669101.76,,,QH1522
1609687167.3,,,QH1541
1609685156.72,,,QH1547
1609641876.9375,,,QH155
1609689598.4848485,,,QH171
1609639001.032258,,,QH203
1609643667.5,,,QH205
1609651789.2,,,QH207
1609635553.0,,,QH209
1609682444.4,,,QH215
1609663986.75,,,QH241
1609675208.9230769,,,QH243
1609688487.9642856,,,QH247
1609692417.5714285,,,QH281
1609609856.59375,,,QH283
1609691002.0769231,,,QH285
1609692868.6774194,,,QR970
1609690403.5357144,,,RH328
1609644986.0526316,,,SQ178
1609613195.8,,,TK6470
1609668421.0952382,,,TR302
1609636557.5333333,,,VJ127
1609643426.0769231,,,VJ129
1609612917.586207,,,VJ133
1609675882.7586207,,,VJ135
1609649712.2121212,,,VJ137
1609665684.2631578,,,VJ139
1609661520.5,,,VJ141
1609681376.25,,,VJ145
1609636190.173913,,,VJ147
1609690159.8,,,VJ169
1609691667.2222223,,,VJ173
1609633816.3125,,,VJ175
1609686945.3333333,,,VJ177
1609679058.0714285,,,VJ183
1609669269.4482758,,,VJ189
1609646660.3666666,,,VJ195
1609676590.3181818,,,VJ197
1609632265.0,,,VJ199
1609637590.0,,,VJ207
1609654226.2413793,,,VJ211
1609666675.2413793,,,VJ213
1609672664.6153846,,,VJ217
1609668901.851852,,,VJ221
1609683394.9310346,,,VJ225
1609650059.3030303,,,VJ231
1609645222.2727273,,,VJ241
1609660081.25,,,VJ243
1609689255.8,,,VJ2432
1609677964.3939395,,,VJ245
1609692063.0,,,VJ247
1609672270.2631578,,,VJ249
1609677779.4285715,,,VJ261
1609671384.1333334,,,VJ271
1609642994.5333333,,,VJ273
1609649171.392857,,,VJ275
1609657712.451613,,,VJ277
1609679470.7142856,,,VJ281
1609693391.7931035,,,VJ287
1609641242.6666667,,,VJ303
1609676978.3793104,,,VJ307
1609655586.1290324,,,VJ309
1609664639.5652175,,,VJ311
1609691839.6206896,,,VJ313
1609607616.074074,,,VJ315
1609644577.0434783,,,VJ320
1609650249.6363637,,,VJ322
1609670080.52,,,VJ326
1609662664.0714285,,,VJ336
1609637214.0,,,VJ338
1609685558.7777777,,,VJ357
1609680960.8,,,VJ363
1609636967.2962964,,,VJ371
1609656198.04,,,VJ373
1609672049.0370371,,,VJ377
1609649907.0,,,VJ379
1609641698.8333333,,,VJ381
1609683004.2608695,,,VJ383
1609658720.0,,,VJ387
1609682049.5185184,,,VJ397
1609681673.7333333,,,VJ603
1609660821.0,,,VJ621
1609676115.3043478,,,VJ623
1609636376.0,,,VJ627
1609656022.0,,,VJ629
1609668560.862069,,,VJ637
1609607999.625,,,VJ641
1609662064.516129,,,VJ647
1609634987.9166667,,,VJ689
1609657540.0,,,VN1181
1609649010.7941177,,,VN1185
1609675673.12,,,VN1187
1609686573.4285715,,,VN1189
1609646837.1111112,,,VN119
1609654659.7419355,,,VN123
1609658150.137931,,,VN1261
1609666204.84,,,VN1263
1609666456.1538463,,,VN1265
1609683946.2222223,,,VN1267
1609691415.4666667,,,VN1269
1609661867.6666667,,,VN127
1609649523.3225806,,,VN1271
1609659721.75,,,VN1275
1609673532.5625,,,VN1279
1609667083.857143,,,VN131
1609673971.5,,,VN133
1609665134.0,,,VN1341
1609647702.4666667,,,VN1345
1609657939.7096775,,,VN1347
1609682257.48,,,VN1349
1609638802.0,,,VN1351
1609642639.04,,,VN1371
1609648520.0,,,VN1373
1609660564.2,,,VN1375
1609674798.5,,,VN1377
1609687398.8,,,VN1379
1609685755.1153846,,,VN1381
1609637444.16,,,VN1383
1609671091.7777777,,,VN1385
1609679699.88,,,VN1387
1609680530.8333333,,,VN1391
1609648841.0,,,VN1393
1609658400.0,,,VN1395
1609678414.689655,,,VN1397
1609668185.3043478,,,VN1401
1609680355.6666667,,,VN1403
1609686773.0,,,VN141
1609659332.5333333,,,VN1415
1609678178.5714285,,,VN1417
1609674949.875,,,VN1427
1609638571.0,,,VN145
1609644252.0,,,VN1461
1609677365.5769231,,,VN1463
1609685970.3333333,,,VN1465
1609644069.5384614,,,VN1661
1609687790.88,,,VN1820
1609648680.6875,,,VN1822
1609668693.4857142,,,VN1824
1609663488.0,,,VN1826
1609669702.375,,,VN1828
1609680177.6153846,,,VN1830
1609665380.46875,,,VN1832
1609677544.0,,,VN1836
1609639197.7741935,,,VN207
1609646101.6206896,,,VN209
1609653487.2857144,,,VN211
1609662282.08,,,VN213
1609667334.857143,,,VN215
1609675438.0,,,VN217
1609686406.0384614,,,VN219
1609692594.125,,,VN221
1609642470.3846154,,,VN243
1609636773.3913043,,,VN245
1609650438.4827585,,,VN251
1609657062.75,,,VN257
1609664400.4,,,VN263
1609672458.8,,,VN269
1609678837.0,,,VN275
1609688692.1111112,,,VN283
1609628627.5555556,,,VN5563
1609649347.5757575,,,VN5564
1609679863.0,,,VN5735
1609637810.0,,,VN6003
1609642085.516129,,,VN6005
1609646308.3793104,,,VN6009
1609655257.0,,,VN6011
1609669480.7692308,,,VN6015
1609683190.8461537,,,VN6017
1609684556.0,,,VN6019
1609693079.3333333,,,VN6021
1609634814.878788,,,VN6025
1609656372.1515152,,,VN6041
1609673790.8148148,,,VN6043
1609652225.5833333,,,VN6053
1609670532.5,,,VN6055
1609682784.4285715,,,VN6059
1609689433.3793104,,,VN6061
1609673359.3913043,,,VN6203
1609684969.7391305,,,VN6217
1609654438.3448277,,,VN6221
1609648325.8125,,,VN6223
1609673108.2,,,VN6225
1609659546.642857,,,VN6237
1609663299.4814816,,,VN6243
1609652016.030303,,,VN6251
1609667577.0370371,,,VN6261
1609663109.090909,,,VN6283
1609662901.6666667,,,VN6291
1609646472.2666667,,,VN6431
1609684143.6206896,,,VN6435
1609690840.0666666,,,VN6443
1609645607.586207,,,VN6451
1609692251.3703704,,,VN6457
1609648151.173913,,,VN6510
1609661276.3448277,,,VN6514
1609687578.689655,,,VN6518
1609681158.857143,,,VN6520
1609669873.1875,,,VN6526
1609674614.5555556,,,VN7133
1609676350.8275862,,,VN7141
1609676770.2903225,,,VN7147
1609661682.642857,,,VN7181
1609640424.4,,,VN7205
1609678636.1111112,,,VN7207
1609693756.4285715,,,VN7213
1609671597.096774,,,VN7221
1609635178.857143,,,VN7245
1609659113.8275862,,,VN7247
1609680718.0,,,VN7249
1609691172.1333334,,,VN7251
1609638328.0689654,,,VN7263
1609684322.2307692,,,VN7279
1609689975.357143,,,VN7281
1609689769.9310346,,,VN7283
1609656814.7777777,,,VN7289
1609686168.625,,,VN7341
1609639383.0,,,VN7345
1609670294.7741935,,,VN7347
1609671777.1515152,,,VN7353
1609681881.3846154,,,VN7375
1609635768.6,,,VN7381
1609674177.5625,,,VN7383
1609683577.4285715,,,VN7385
1609645423.6,,,VN7387
1609666873.967742,,,VN7389
1609643191.137931,,,VN7393
1609639543.6666667,,,VN7425
1609658896.8888888,,,VN7463
1609654861.7142856,,,VN7820
1609643883.4285715,,,VN7822
1609662462.096774,,,VN7824
1609655430.625,,,VN7830
1609667802.2222223,,,VN7832
1609670827.851852,,,VN7834
1609640844.586207,,,VN7836
1609663722.65625,,,VN7840
1609638027.3793104,,,VN8050
1609645817.173913,,,VN8054
1609665939.7,,,VN8056
1609655775.5,,,VN8066
1609657271.0,,,VN8072
1609667973.5833333,,,VN8078
1609634061.857143,,,VN8080
1609661033.0666666,,,VNA299
1609721718.5,,,3K555
1609734550.0,,,BR391
1609726840.5217392,,,CI781
1609754337.0344827,,,CI783
1609757505.96,,,CX799
1609785298.7419355,,,CZ8175
1609764509.642857,,,FX6065
1609773015.939394,,,JL759
1609712998.75,,,JL79
1609737305.0,,,KE681
1609769312.0,,,KE683
1609767457.40625,,,LD562
1609783101.0,,,MU7053
1609789102.0,,,NH833
1609767676.32,,,NH891
1609774474.8965516,,,OZ735
1609731258.3225806,,,QH1123
1609770010.375,,,QH1143
1609750632.2666667,,,QH1153
1609758182.357143,,,QH1173
1609770650.3125,,,QH1313
1609746791.451613,,,QH1321
1609741605.0,,,QH1501
1609754994.5652175,,,QH1522
1609773454.8125,,,QH1541
1609737910.0,,,QH1547
1609728776.3448277,,,QH155
1609777077.4242425,,,QH171
1609741372.8,,,QH1971
1609724806.892857,,,QH203
1609729552.3333333,,,QH205
1609738930.0,,,QH207
1609721933.2,,,QH209
1609764684.3783784,,,QH215
1609750880.387097,,,QH241
1609760021.25,,,QH243
1609773665.35,,,QH247
1609779354.2727273,,,QH281
1609698269.2,,,QH283
1609776747.0,,,QH285
1609779697.102564,,,QR8968
1609704938.6785715,,,QR8972
1609779002.310345,,,QR970
1609731644.4705882,,,SQ178
1609753705.04,,,TR302
1609723525.967742,,,VJ127
1609729796.2424242,,,VJ129
1609700580.5714285,,,VJ133
1609760251.2608695,,,VJ135
1609735912.4285715,,,VJ137
1609751984.4666667,,,VJ139
1609749332.16,,,VJ141
1609769499.6842105,,,VJ145
1609722374.5517242,,,VJ147
1609779155.857143,,,VJ151
1609772707.5333333,,,VJ155
1609782535.7,,,VJ159
1609776349.1818182,,,VJ169
1609777330.9655173,,,VJ173
1609720277.0,,,VJ175
1609768914.5294118,,,VJ177
1609698851.0,,,VJ179
1609782274.95,,,VJ181
1609763947.0,,,VJ183
1609755960.4074075,,,VJ189
1609733399.8,,,VJ195
1609763374.8965516,,,VJ197
1609719351.0,,,VJ199
1609724152.074074,,,VJ207
1609740236.5333333,,,VJ211
1609750391.451613,,,VJ213
1609780329.78125,,,VJ215
1609762806.4666667,,,VJ217
1609755170.1851852,,,VJ221
1609769709.8,,,VJ225
1609736892.0,,,VJ231
1609731851.6774194,,,VJ241
1609746572.2068965,,,VJ243
1609764872.142857,,,VJ245
1609776918.3448277,,,VJ247
1609757271.642857,,,VJ249
1609764149.0,,,VJ261
1609756152.0,,,VJ271
1609728585.5789473,,,VJ273
1609736695.3333333,,,VJ275
1609743499.1290324,,,VJ277
1609765379.125,,,VJ281
1609777900.6206896,,,VJ287
1609727181.4375,,,VJ303
1609761794.107143,,,VJ307
1609741150.8,,,VJ309
1609752242.3125,,,VJ311
1609777706.8064516,,,VJ313
1609697627.5333333,,,VJ315
1609731486.4814816,,,VJ320
1609737695.4482758,,,VJ322
1609756578.0,,,VJ326
1609747042.1034484,,,VJ336
1609723090.090909,,,VJ338
1609773308.2580645,,,VJ357
1609765890.375,,,VJ363
1609723722.5185184,,,VJ371
1609743084.7878788,,,VJ373
1609757713.2068965,,,VJ377
1609738112.4,,,VJ379
1609729002.3846154,,,VJ381
1609767864.6,,,VJ383
1609744441.3333333,,,VJ387
1609767292.4,,,VJ397
1609765546.0,,,VJ603
1609745831.6774194,,,VJ621
1609723374.75,,,VJ627
1609739358.1818182,,,VJ629
1609772252.1666667,,,VJ631
1609752634.7419355,,,VJ637
1609694203.32,,,VJ641
1609748896.2142856,,,VJ647
1609722171.2727273,,,VJ689
1609742887.580645,,,VN1181
1609735687.3793104,,,VN1185
1609762595.1,,,VN1187
1609772409.5769231,,,VN1189
1609733928.0,,,VN119
1609739668.8888888,,,VN123
1609744670.5454545,,,VN1261
1609751316.7,,,VN1263
1609753236.5882354,,,VN1265
1609776044.6451614,,,VN1269
1609747821.0,,,VN127
1609736501.0,,,VN1271
1609746312.0,,,VN1275
1609759752.7407408,,,VN1279
1609753460.0344827,,,VN131
1609733741.0,,,VN1345
1609744192.8285713,,,VN1347
1609734803.4666667,,,VN1373
1609747488.4666667,,,VN1375
1609761287.090909,,,VN1377
1609723945.1875,,,VN1383
1609756384.8666666,,,VN1385
1609736306.862069,,,VN1393
1609744930.3214285,,,VN1395
1609763560.5294118,,,VN1397
1609766420.764706,,,VN1403
1609772055.0,,,VN141
1609743826.2666667,,,VN1415
1609764310.5517242,,,VN1417
1609761509.44,,,VN1427
1609738536.0,,,VN145
1609730460.857143,,,VN1461
1609770255.8055556,,,VN1465
1609730759.3913043,,,VN1661
1609738705.7,,,VN1824
1609748651.0,,,VN1826
1609754534.935484,,,VN1828
1609765716.5428572,,,VN1830
1609725613.2857144,,,VN1880
1609725412.0,,,VN207
1609732325.5,,,VN209
1609739896.4285715,,,VN211
1609747269.2413793,,,VN213
1609754769.4285715,,,VN215
1609761086.4285715,,,VN217
1609768780.3333333,,,VN219
1609775662.68,,,VN221
1609728364.0769231,,,VN243
1609724596.8387096,,,VN245
1609737490.5882354,,,VN251
1609779485.7857144,,,VN253
1609743317.7096775,,,VN257
1609780777.0,,,VN261
1609751101.8333333,,,VN263
1609757949.7586207,,,VN269
1609765226.9285715,,,VN275
1609771588.0,,,VN283
1609717934.7368422,,,VN5563
1609735252.72,,,VN5564
1609766659.0,,,VN5735
1609724390.2,,,VN6003
1609728133.0,,,VN6005
1609733194.1935484,,,VN6009
1609756822.25,,,VN6015
1609763038.7741935,,,VN6017
1609775832.5555556,,,VN6021
1609701090.7692308,,,VN6023
1609721524.5652175,,,VN6025
1609768037.0,,,VN6027
1609742716.0666666,,,VN6041
1609739137.8,,,VN6053
1609757055.642857,,,VN6055
1609758964.0,,,VN6057
1609768581.0,,,VN6059
1609760841.0769231,,,VN6203
1609771135.0,,,VN6217
1609735470.0,,,VN6223
1609755721.0,,,VN6225
1609751764.6666667,,,VN6237
1609749970.1935484,,,VN6243
1609738330.3636363,,,VN6251
1609754116.75,,,VN6261
1609749762.5,,,VN6283
1609748215.8148148,,,VN6291
1609732765.1538463,,,VN6431
1609753887.516129,,,VN6433
1609776525.15625,,,VN6443
1609732965.935484,,,VN6451
1609736111.4848485,,,VN6510
1609765024.0,,,VN6516
1609755507.1785715,,,VN6526
1609763767.2,,,VN7127
